Most values are default encodings from Supreme Court Database. Marks0/1 indicates a case was a Marks/Plurality decision when = 1. Main is used to determine if an opinion is the main judgement of the Court easily. Missing  values for sentiment measures either mean the justice (row did not author an opinion) did not write an opinion or the opinion failed to extract in prior processing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,1946-129,1946-129-01,1946-129-01-01,1946-129-01-01-01-07,6/23/1947,7,332 U.S. 145,67 S. Ct. 1711,91 L. Ed. 1962,1947 U.S. LEXIS 2026,1946,1301,Vinson,405,GAYES v. NEW YORK,5/2/1947,,100,,28,37,1,,,0,302,37,302,37,0,11,,1,1,2,0,0,0,0,10120,1,1,0,2,,2,214,,80,87,1,5,4,85,WBRutledge,2,2,2,1,,,1,332US145_section_03_RUTLEDGE_cleaned.txt,86.99,26.36,28.11,13.58,17.33,23.61,20.74,1,11.35,2.67,1.38,0.91,2.72,0.29,4.96,-1.404,1,1,0,0,12141,0.741289844,-0.355111111,1.247933436,-0.84050067,-0.517197789,0,0,0.691399768
34,34,1946-129,1946-129-01,1946-129-01-01,1946-129-01-01-01-08,6/23/1947,7,332 U.S. 145,67 S. Ct. 1711,91 L. Ed. 1962,1947 U.S. LEXIS 2026,1946,1301,Vinson,405,GAYES v. NEW YORK,5/2/1947,,100,,28,37,1,,,0,302,37,302,37,0,11,,1,1,2,0,0,0,0,10120,1,1,0,2,,2,214,,80,87,1,5,4,82,FMurphy,2,1,2,1,85,,1,,,,,,,,,,,,,,,,,-1.772,0.649999976,1,0,0,,,-0.355111111,1.247933436,-1.135388193,,0,0,
35,35,1946-129,1946-129-01,1946-129-01-01,1946-129-01-01-01-09,6/23/1947,7,332 U.S. 145,67 S. Ct. 1711,91 L. Ed. 1962,1947 U.S. LEXIS 2026,1946,1301,Vinson,405,GAYES v. NEW YORK,5/2/1947,,100,,28,37,1,,,0,302,37,302,37,0,11,,1,1,2,0,0,0,0,10120,1,1,0,2,,2,214,,80,87,1,5,4,87,FMVinson,1,1,1,2,,,1,,,,,,,,,,,,,,,,,0.44,0.785000026,0.75,0,0,,,-0.355111111,1.247933436,0.637142245,,0,0,0.575225793
36,36,1947-007,1947-007-01,1947-007-01-01,1947-007-01-01-01-01,11/24/1947,7,332 U.S. 442,68 S. Ct. 115,92 L. Ed. 2d 59,1947 U.S. LEXIS 1586,1947,1301,Vinson,66,COX v. UNITED STATES,10/14/1947,,142,,27,,1,24,,0,64,,29,,0,11,2,1,1,2,0,0,0,0,30130,3,1,0,4,,3,366,,79,87,1,5,4,86,HHBurton,1,1,1,2,,,1,,,,,,,,,,,,,,,,,0.894,0.930000007,0.280000001,0,0,,,-0.296111111,1.345886831,0.884257936,,0,0,0.380587609
37,37,1947-007,1947-007-01,1947-007-01-01,1947-007-01-01-01-02,11/24/1947,7,332 U.S. 442,68 S. Ct. 115,92 L. Ed. 2d 59,1947 U.S. LEXIS 1586,1947,1301,Vinson,66,COX v. UNITED STATES,10/14/1947,,142,,27,,1,24,,0,64,,29,,0,11,2,1,1,2,0,0,0,0,30130,3,1,0,4,,3,366,,79,87,1,5,4,84,RHJackson,1,1,1,2,,,1,,,,,,,,,,,,,,,,,1.188,0.915000021,1,0,0,,,-0.296111111,1.345886831,1.102701265,,0,0,0.44890087
38,38,1947-007,1947-007-01,1947-007-01-01,1947-007-01-01-01-03,11/24/1947,7,332 U.S. 442,68 S. Ct. 115,92 L. Ed. 2d 59,1947 U.S. LEXIS 1586,1947,1301,Vinson,66,COX v. UNITED STATES,10/14/1947,,142,,27,,1,24,,0,64,,29,,0,11,2,1,1,2,0,0,0,0,30130,3,1,0,4,,3,366,,79,87,1,5,4,81,WODouglas,2,2,2,1,,,1,,,,,,,,,,,,,,,,,-1.537,0.819999993,0.730000019,0,0,,,-0.296111111,1.345886831,-0.921986055,,0,0,0.422606463
39,39,1947-007,1947-007-01,1947-007-01-01,1947-007-01-01-01-04,11/24/1947,7,332 U.S. 442,68 S. Ct. 115,92 L. Ed. 2d 59,1947 U.S. LEXIS 1586,1947,1301,Vinson,66,COX v. UNITED STATES,10/14/1947,,142,,27,,1,24,,0,64,,29,,0,11,2,1,1,2,0,0,0,0,30130,3,1,0,4,,3,366,,79,87,1,5,4,80,FFrankfurter,4,1,1,2,,,1,,,,,,,,,,,,,,,,,0.907,0.964999974,0.665000021,0,0,,,-0.296111111,1.345886831,0.893916995,,0,0,0.513515433
40,40,1947-007,1947-007-01,1947-007-01-01,1947-007-01-01-01-05,11/24/1947,7,332 U.S. 442,68 S. Ct. 115,92 L. Ed. 2d 59,1947 U.S. LEXIS 1586,1947,1301,Vinson,66,COX v. UNITED STATES,10/14/1947,,142,,27,,1,24,,0,64,,29,,0,11,2,1,1,2,0,0,0,0,30130,3,1,0,4,,3,366,,79,87,1,5,4,79,SFReed,5,2,1,2,,,1,332US442_section_02_REED_cleaned.txt,93.05,36.61,25.99,21.14,20.44,27.25,20.07,0.75,10.91,3.01,1.4,0.55,1.73,0.23,4.94,0.562,0.875,0.725000024,0,0,24035,0.915331808,-0.296111111,1.345886831,0.637580435,-0.643458993,0,1,0.482835511
41,41,1947-007,1947-007-01,1947-007-01-01,1947-007-01-01-01-06,11/24/1947,7,332 U.S. 442,68 S. Ct. 115,92 L. Ed. 2d 59,1947 U.S. LEXIS 1586,1947,1301,Vinson,66,COX v. UNITED STATES,10/14/1947,,142,,27,,1,24,,0,64,,29,,0,11,2,1,1,2,0,0,0,0,30130,3,1,0,4,,3,366,,79,87,1,5,4,78,HLBlack,2,1,2,1,81,,1,,,,,,,,,,,,,,,,,-1.804,0.159999996,0.875,0,0,,,-0.296111111,1.345886831,-1.120368262,,0,0,0.441001697
42,42,1947-007,1947-007-01,1947-007-01-01,1947-007-01-01-01-07,11/24/1947,7,332 U.S. 442,68 S. Ct. 115,92 L. Ed. 2d 59,1947 U.S. LEXIS 1586,1947,1301,Vinson,66,COX v. UNITED STATES,10/14/1947,,142,,27,,1,24,,0,64,,29,,0,11,2,1,1,2,0,0,0,0,30130,3,1,0,4,,3,366,,79,87,1,5,4,85,WBRutledge,2,1,2,1,82,,1,,,,,,,,,,,,,,,,,-1.743,1,1,0,0,,,-0.296111111,1.345886831,-1.075044986,,0,0,0.691399768
43,43,1947-007,1947-007-01,1947-007-01-01,1947-007-01-01-01-08,11/24/1947,7,332 U.S. 442,68 S. Ct. 115,92 L. Ed. 2d 59,1947 U.S. LEXIS 1586,1947,1301,Vinson,66,COX v. UNITED STATES,10/14/1947,,142,,27,,1,24,,0,64,,29,,0,11,2,1,1,2,0,0,0,0,30130,3,1,0,4,,3,366,,79,87,1,5,4,82,FMurphy,2,2,2,1,,,1,,,,,,,,,,,,,,,,,-1.714,0.649999976,1,0,0,,,-0.296111111,1.345886831,-1.053497855,,0,0,
44,44,1947-007,1947-007-01,1947-007-01-01,1947-007-01-01-01-09,11/24/1947,7,332 U.S. 442,68 S. Ct. 115,92 L. Ed. 2d 59,1947 U.S. LEXIS 1586,1947,1301,Vinson,66,COX v. UNITED STATES,10/14/1947,,142,,27,,1,24,,0,64,,29,,0,11,2,1,1,2,0,0,0,0,30130,3,1,0,4,,3,366,,79,87,1,5,4,87,FMVinson,1,1,1,2,,,1,,,,,,,,,,,,,,,,,0.582,0.785000026,0.75,0,0,,,-0.296111111,1.345886831,0.652440526,,0,0,0.575225793
2658,2658,1946-109,1946-109-01,1946-109-01-01,1946-109-01-01-01-01,6/9/1947,1,331 U.S. 486,67 S. Ct. 1400,91 L. Ed. 1621,1947 U.S. LEXIS 2878,1946,1301,Vinson,461,"GREENOUGH ET AL., TRUSTEES, v. TAX ASSESSORS OF NEWPORT ET AL.",3/7/1947,,25,47,3,47,2,,,0,302,47,300,47,0,1,11,2,1,2,0,0,0,0,80100,8,2,0,2,,2,230,,79,87,1,5,4,86,HHBurton,1,1,2,2,,,0,,,,,,,,,,,,,,,,,0.554,0.930000007,0.280000001,0,0,,,-0.355111111,1.247933436,0.728493271,,0,0,0.380587609
2659,2659,1946-109,1946-109-01,1946-109-01-01,1946-109-01-01-01-02,6/9/1947,1,331 U.S. 486,67 S. Ct. 1400,91 L. Ed. 1621,1947 U.S. LEXIS 2878,1946,1301,Vinson,461,"GREENOUGH ET AL., TRUSTEES, v. TAX ASSESSORS OF NEWPORT ET AL.",3/7/1947,,25,47,3,47,2,,,0,302,47,300,47,0,1,11,2,1,2,0,0,0,0,80100,8,2,0,2,,2,230,,79,87,1,5,4,84,RHJackson,2,2,1,1,,,0,,,,,,,,,,,,,,,,,1.052,0.915000021,1,0,0,,,-0.355111111,1.247933436,1.127553017,,0,0,0.44890087
2660,2660,1946-109,1946-109-01,1946-109-01-01,1946-109-01-01-01-03,6/9/1947,1,331 U.S. 486,67 S. Ct. 1400,91 L. Ed. 1621,1947 U.S. LEXIS 2878,1946,1301,Vinson,461,"GREENOUGH ET AL., TRUSTEES, v. TAX ASSESSORS OF NEWPORT ET AL.",3/7/1947,,25,47,3,47,2,,,0,302,47,300,47,0,1,11,2,1,2,0,0,0,0,80100,8,2,0,2,,2,230,,79,87,1,5,4,81,WODouglas,1,1,2,2,,,0,,,,,,,,,,,,,,,,,-1.419,0.819999993,0.730000019,0,0,,,-0.355111111,1.247933436,-0.852520542,,0,0,0.422606463
2661,2661,1946-109,1946-109-01,1946-109-01-01,1946-109-01-01-01-04,6/9/1947,1,331 U.S. 486,67 S. Ct. 1400,91 L. Ed. 1621,1947 U.S. LEXIS 2878,1946,1301,Vinson,461,"GREENOUGH ET AL., TRUSTEES, v. TAX ASSESSORS OF NEWPORT ET AL.",3/7/1947,,25,47,3,47,2,,,0,302,47,300,47,0,1,11,2,1,2,0,0,0,0,80100,8,2,0,2,,2,230,,79,87,1,5,4,80,FFrankfurter,3,2,2,2,,,0,,,,,,,,,,,,,,,,,1.032,0.964999974,0.665000021,0,0,,,-0.355111111,1.247933436,1.111526521,,0,0,0.513515433
2662,2662,1946-109,1946-109-01,1946-109-01-01,1946-109-01-01-01-05,6/9/1947,1,331 U.S. 486,67 S. Ct. 1400,91 L. Ed. 1621,1947 U.S. LEXIS 2878,1946,1301,Vinson,461,"GREENOUGH ET AL., TRUSTEES, v. TAX ASSESSORS OF NEWPORT ET AL.",3/7/1947,,25,47,3,47,2,,,0,302,47,300,47,0,1,11,2,1,2,0,0,0,0,80100,8,2,0,2,,2,230,,79,87,1,5,4,79,SFReed,1,2,2,2,,,0,331US486_section_02_THE COURT_cleaned.txt,97.09,34.28,9.7,34.05,12.02,26.94,15.31,0.55,9.08,1.42,1.3,0.58,2.46,0.41,4.26,0.253,0.875,0.725000024,0,0,20504,3.560280921,-0.355111111,1.247933436,0.487294509,-0.772670273,0,1,0.482835511
2663,2663,1946-109,1946-109-01,1946-109-01-01,1946-109-01-01-01-06,6/9/1947,1,331 U.S. 486,67 S. Ct. 1400,91 L. Ed. 1621,1947 U.S. LEXIS 2878,1946,1301,Vinson,461,"GREENOUGH ET AL., TRUSTEES, v. TAX ASSESSORS OF NEWPORT ET AL.",3/7/1947,,25,47,3,47,2,,,0,302,47,300,47,0,1,11,2,1,2,0,0,0,0,80100,8,2,0,2,,2,230,,79,87,1,5,4,78,HLBlack,1,1,2,2,,,0,,,,,,,,,,,,,,,,,-1.932,0.159999996,0.875,0,0,,,-0.355111111,1.247933436,-1.263600159,,0,0,0.441001697
2664,2664,1946-109,1946-109-01,1946-109-01-01,1946-109-01-01-01-07,6/9/1947,1,331 U.S. 486,67 S. Ct. 1400,91 L. Ed. 1621,1947 U.S. LEXIS 2878,1946,1301,Vinson,461,"GREENOUGH ET AL., TRUSTEES, v. TAX ASSESSORS OF NEWPORT ET AL.",3/7/1947,,25,47,3,47,2,,,0,302,47,300,47,0,1,11,2,1,2,0,0,0,0,80100,8,2,0,2,,2,230,,79,87,1,5,4,85,WBRutledge,2,2,1,1,,,0,,,,,,,,,,,,,,,,,-1.404,1,1,0,0,,,-0.355111111,1.247933436,-0.84050067,,0,0,0.691399768
2665,2665,1946-109,1946-109-01,1946-109-01-01,1946-109-01-01-01-08,6/9/1947,1,331 U.S. 486,67 S. Ct. 1400,91 L. Ed. 1621,1947 U.S. LEXIS 2878,1946,1301,Vinson,461,"GREENOUGH ET AL., TRUSTEES, v. TAX ASSESSORS OF NEWPORT ET AL.",3/7/1947,,25,47,3,47,2,,,0,302,47,300,47,0,1,11,2,1,2,0,0,0,0,80100,8,2,0,2,,2,230,,79,87,1,5,4,82,FMurphy,2,1,1,1,84,,0,,,,,,,,,,,,,,,,,-1.772,0.649999976,1,0,0,,,-0.355111111,1.247933436,-1.135388193,,0,0,
2666,2666,1946-109,1946-109-01,1946-109-01-01,1946-109-01-01-01-09,6/9/1947,1,331 U.S. 486,67 S. Ct. 1400,91 L. Ed. 1621,1947 U.S. LEXIS 2878,1946,1301,Vinson,461,"GREENOUGH ET AL., TRUSTEES, v. TAX ASSESSORS OF NEWPORT ET AL.",3/7/1947,,25,47,3,47,2,,,0,302,47,300,47,0,1,11,2,1,2,0,0,0,0,80100,8,2,0,2,,2,230,,79,87,1,5,4,87,FMVinson,2,1,1,1,85,,0,,,,,,,,,,,,,,,,,0.44,0.785000026,0.75,0,0,,,-0.355111111,1.247933436,0.637142245,,0,0,0.575225793
2667,2667,1946-126,1946-126-01,1946-126-01-01,1946-126-01-01-01-01,6/23/1947,1,332 U.S. 46,67 S. Ct. 1672,91 L. Ed. 1903,1947 U.S. LEXIS 2876,1946,1301,Vinson,102,ADAMSON v. CALIFORNIA,1/15/1947,,100,,28,6,2,,,0,302,6,300,6,0,1,2,1,1,2,0,0,0,0,10090,1,1,0,2,,2,210,,79,87,1,5,4,86,HHBurton,1,1,1,2,,,0,,,,,,,,,,,,,,,,,0.554,0.930000007,0.280000001,0,0,,,-0.355111111,1.247933436,0.728493271,,0,0,0.380587609
2668,2668,1946-126,1946-126-01,1946-126-01-01,1946-126-01-01-01-02,6/23/1947,1,332 U.S. 46,67 S. Ct. 1672,91 L. Ed. 1903,1947 U.S. LEXIS 2876,1946,1301,Vinson,102,ADAMSON v. CALIFORNIA,1/15/1947,,100,,28,6,2,,,0,302,6,300,6,0,1,2,1,1,2,0,0,0,0,10090,1,1,0,2,,2,210,,79,87,1,5,4,84,RHJackson,1,1,1,2,,,0,,,,,,,,,,,,,,,,,1.052,0.915000021,1,0,0,,,-0.355111111,1.247933436,1.127553017,,0,0,0.44890087
2669,2669,1946-126,1946-126-01,1946-126-01-01,1946-126-01-01-01-03,6/23/1947,1,332 U.S. 46,67 S. Ct. 1672,91 L. Ed. 1903,1947 U.S. LEXIS 2876,1946,1301,Vinson,102,ADAMSON v. CALIFORNIA,1/15/1947,,100,,28,6,2,,,0,302,6,300,6,0,1,2,1,1,2,0,0,0,0,10090,1,1,0,2,,2,210,,79,87,1,5,4,81,WODouglas,2,1,2,1,78,,0,,,,,,,,,,,,,,,,,-1.419,0.819999993,0.730000019,0,0,,,-0.355111111,1.247933436,-0.852520542,,0,0,0.422606463
2670,2670,1946-126,1946-126-01,1946-126-01-01,1946-126-01-01-01-04,6/23/1947,1,332 U.S. 46,67 S. Ct. 1672,91 L. Ed. 1903,1947 U.S. LEXIS 2876,1946,1301,Vinson,102,ADAMSON v. CALIFORNIA,1/15/1947,,100,,28,6,2,,,0,302,6,300,6,0,1,2,1,1,2,0,0,0,0,10090,1,1,0,2,,2,210,,79,87,1,5,4,80,FFrankfurter,3,2,1,2,,,0,332US46_section_03_FRANKFURTER_cleaned.txt,95.96,29.36,22.93,31.56,22.52,27.68,20.09,0.64,11.85,2.54,1.25,1.25,1.75,0.93,4.58,1.032,0.964999974,0.665000021,0,0,16766,1.133245855,-0.355111111,1.247933436,1.111526521,-0.177365646,0,0,0.513515433
2671,2671,1946-126,1946-126-01,1946-126-01-01,1946-126-01-01-01-05,6/23/1947,1,332 U.S. 46,67 S. Ct. 1672,91 L. Ed. 1903,1947 U.S. LEXIS 2876,1946,1301,Vinson,102,ADAMSON v. CALIFORNIA,1/15/1947,,100,,28,6,2,,,0,302,6,300,6,0,1,2,1,1,2,0,0,0,0,10090,1,1,0,2,,2,210,,79,87,1,5,4,79,SFReed,1,2,1,2,,,0,332US46_section_02_THE COURT_cleaned.txt,97.28,26.68,22.21,13.07,15,29.05,19.07,0.65,12.58,3.66,1.82,0.6,2.85,0.26,4.93,0.253,0.875,0.725000024,0,0,23295,1.588323675,-0.355111111,1.247933436,0.487294509,-0.067148717,0,1,0.482835511
2672,2672,1946-126,1946-126-01,1946-126-01-01,1946-126-01-01-01-06,6/23/1947,1,332 U.S. 46,67 S. Ct. 1672,91 L. Ed. 1903,1947 U.S. LEXIS 2876,1946,1301,Vinson,102,ADAMSON v. CALIFORNIA,1/15/1947,,100,,28,6,2,,,0,302,6,300,6,0,1,2,1,1,2,0,0,0,0,10090,1,1,0,2,,2,210,,79,87,1,5,4,78,HLBlack,2,2,2,1,,,0,332US46_section_05_BLACK_cleaned.txt,94.72,33.23,22.38,28.63,21.26,24.38,17.77,1.32,9.65,1.85,1.27,0.52,1.98,0.24,4.46,-1.932,0.159999996,0.875,0,0,36609,0.10926275,-0.355111111,1.247933436,-1.263600159,-1.038798353,0,0,0.441001697
2673,2673,1946-126,1946-126-01,1946-126-01-01,1946-126-01-01-01-07,6/23/1947,1,332 U.S. 46,67 S. Ct. 1672,91 L. Ed. 1903,1947 U.S. LEXIS 2876,1946,1301,Vinson,102,ADAMSON v. CALIFORNIA,1/15/1947,,100,,28,6,2,,,0,302,6,300,6,0,1,2,1,1,2,0,0,0,0,10090,1,1,0,2,,2,210,,79,87,1,5,4,85,WBRutledge,2,1,2,1,82,,0,,,,,,,,,,,,,,,,,-1.404,1,1,0,0,,,-0.355111111,1.247933436,-0.84050067,,0,0,0.691399768
2674,2674,1946-126,1946-126-01,1946-126-01-01,1946-126-01-01-01-08,6/23/1947,1,332 U.S. 46,67 S. Ct. 1672,91 L. Ed. 1903,1947 U.S. LEXIS 2876,1946,1301,Vinson,102,ADAMSON v. CALIFORNIA,1/15/1947,,100,,28,6,2,,,0,302,6,300,6,0,1,2,1,1,2,0,0,0,0,10090,1,1,0,2,,2,210,,79,87,1,5,4,82,FMurphy,2,2,2,1,,,0,,,,,,,,,,,,,,,,,-1.772,0.649999976,1,0,0,,,-0.355111111,1.247933436,-1.135388193,,0,0,
2675,2675,1946-126,1946-126-01,1946-126-01-01,1946-126-01-01-01-09,6/23/1947,1,332 U.S. 46,67 S. Ct. 1672,91 L. Ed. 1903,1947 U.S. LEXIS 2876,1946,1301,Vinson,102,ADAMSON v. CALIFORNIA,1/15/1947,,100,,28,6,2,,,0,302,6,300,6,0,1,2,1,1,2,0,0,0,0,10090,1,1,0,2,,2,210,,79,87,1,5,4,87,FMVinson,1,1,1,2,,,0,,,,,,,,,,,,,,,,,0.44,0.785000026,0.75,0,0,,,-0.355111111,1.247933436,0.637142245,,0,0,0.575225793
2676,2676,1947-075,1947-075-01,1947-075-01-01,1947-075-01-01-01-01,5/3/1948,1,334 U.S. 62,68 S. Ct. 972,92 L. Ed. 2d 1212,1948 U.S. LEXIS 2723,1947,1301,Vinson,134,REPUBLIC NATURAL GAS CO. v. OKLAHOMA ET AL.,1/6/1948,,209,,28,42,2,117,42,0,300,42,300,42,0,1,2,1,1,9,0,0,0,0,90380,9,1,0,4,,6,600,28 U.S.C. § 237,80,87,1,5,4,86,HHBurton,2,1,2,1,85,,0,,,,,,,,,,,,,,,,,0.894,0.930000007,0.280000001,0,0,,,-0.296111111,1.345886831,0.884257936,,0,0,0.380587609
2677,2677,1947-075,1947-075-01,1947-075-01-01,1947-075-01-01-01-02,5/3/1948,1,334 U.S. 62,68 S. Ct. 972,92 L. Ed. 2d 1212,1948 U.S. LEXIS 2723,1947,1301,Vinson,134,REPUBLIC NATURAL GAS CO. v. OKLAHOMA ET AL.,1/6/1948,,209,,28,42,2,117,42,0,300,42,300,42,0,1,2,1,1,9,0,0,0,0,90380,9,1,0,4,,6,600,28 U.S.C. § 237,80,87,1,5,4,84,RHJackson,1,1,1,2,,,0,,,,,,,,,,,,,,,,,1.188,0.915000021,1,0,0,,,-0.296111111,1.345886831,1.102701265,,0,0,0.44890087
2678,2678,1947-075,1947-075-01,1947-075-01-01,1947-075-01-01-01-03,5/3/1948,1,334 U.S. 62,68 S. Ct. 972,92 L. Ed. 2d 1212,1948 U.S. LEXIS 2723,1947,1301,Vinson,134,REPUBLIC NATURAL GAS CO. v. OKLAHOMA ET AL.,1/6/1948,,209,,28,42,2,117,42,0,300,42,300,42,0,1,2,1,1,9,0,0,0,0,90380,9,1,0,4,,6,600,28 U.S.C. § 237,80,87,1,5,4,81,WODouglas,3,2,1,2,,,0,,,,,,,,,,,,,,,,,-1.537,0.819999993,0.730000019,0,0,,,-0.296111111,1.345886831,-0.921986055,,0,0,0.422606463
2679,2679,1947-075,1947-075-01,1947-075-01-01,1947-075-01-01-01-04,5/3/1948,1,334 U.S. 62,68 S. Ct. 972,92 L. Ed. 2d 1212,1948 U.S. LEXIS 2723,1947,1301,Vinson,134,REPUBLIC NATURAL GAS CO. v. OKLAHOMA ET AL.,1/6/1948,,209,,28,42,2,117,42,0,300,42,300,42,0,1,2,1,1,9,0,0,0,0,90380,9,1,0,4,,6,600,28 U.S.C. § 237,80,87,1,5,4,80,FFrankfurter,1,2,1,2,,,0,334US62_section_01_THE COURT_cleaned.txt,93.64,20.7,29.93,46.12,16.52,25.09,19.18,0.52,11.67,2.24,1.6,0.64,3.29,0.44,5.09,0.907,0.964999974,0.665000021,0,0,20301,1.428501059,-0.296111111,1.345886831,0.893916995,-0.318265347,0,1,0.513515433
2680,2680,1947-075,1947-075-01,1947-075-01-01,1947-075-01-01-01-05,5/3/1948,1,334 U.S. 62,68 S. Ct. 972,92 L. Ed. 2d 1212,1948 U.S. LEXIS 2723,1947,1301,Vinson,134,REPUBLIC NATURAL GAS CO. v. OKLAHOMA ET AL.,1/6/1948,,209,,28,42,2,117,42,0,300,42,300,42,0,1,2,1,1,9,0,0,0,0,90380,9,1,0,4,,6,600,28 U.S.C. § 237,80,87,1,5,4,79,SFReed,1,1,1,2,,,0,,,,,,,,,,,,,,,,,0.562,0.875,0.725000024,0,0,,,-0.296111111,1.345886831,0.637580435,,0,0,0.482835511
2681,2681,1947-075,1947-075-01,1947-075-01-01,1947-075-01-01-01-06,5/3/1948,1,334 U.S. 62,68 S. Ct. 972,92 L. Ed. 2d 1212,1948 U.S. LEXIS 2723,1947,1301,Vinson,134,REPUBLIC NATURAL GAS CO. v. OKLAHOMA ET AL.,1/6/1948,,209,,28,42,2,117,42,0,300,42,300,42,0,1,2,1,1,9,0,0,0,0,90380,9,1,0,4,,6,600,28 U.S.C. § 237,80,87,1,5,4,78,HLBlack,2,1,2,1,85,,0,,,,,,,,,,,,,,,,,-1.804,0.159999996,0.875,0,0,,,-0.296111111,1.345886831,-1.120368262,,0,0,0.441001697
2682,2682,1947-075,1947-075-01,1947-075-01-01,1947-075-01-01-01-07,5/3/1948,1,334 U.S. 62,68 S. Ct. 972,92 L. Ed. 2d 1212,1948 U.S. LEXIS 2723,1947,1301,Vinson,134,REPUBLIC NATURAL GAS CO. v. OKLAHOMA ET AL.,1/6/1948,,209,,28,42,2,117,42,0,300,42,300,42,0,1,2,1,1,9,0,0,0,0,90380,9,1,0,4,,6,600,28 U.S.C. § 237,80,87,1,5,4,85,WBRutledge,2,2,2,1,,,0,334US62_section_03_RUTLEDGE_cleaned.txt,91.61,18.33,33.67,41.82,14.52,27.79,21.4,0.79,14.24,2.98,2.36,1.39,2.75,0.69,5.25,-1.743,1,1,0,0,50804,1.574679159,-0.296111111,1.345886831,-1.075044986,0.427281256,0,0,0.691399768
2683,2683,1947-075,1947-075-01,1947-075-01-01,1947-075-01-01-01-08,5/3/1948,1,334 U.S. 62,68 S. Ct. 972,92 L. Ed. 2d 1212,1948 U.S. LEXIS 2723,1947,1301,Vinson,134,REPUBLIC NATURAL GAS CO. v. OKLAHOMA ET AL.,1/6/1948,,209,,28,42,2,117,42,0,300,42,300,42,0,1,2,1,1,9,0,0,0,0,90380,9,1,0,4,,6,600,28 U.S.C. § 237,80,87,1,5,4,82,FMurphy,2,1,2,1,85,,0,,,,,,,,,,,,,,,,,-1.714,0.649999976,1,0,0,,,-0.296111111,1.345886831,-1.053497855,,0,0,
2684,2684,1947-075,1947-075-01,1947-075-01-01,1947-075-01-01-01-09,5/3/1948,1,334 U.S. 62,68 S. Ct. 972,92 L. Ed. 2d 1212,1948 U.S. LEXIS 2723,1947,1301,Vinson,134,REPUBLIC NATURAL GAS CO. v. OKLAHOMA ET AL.,1/6/1948,,209,,28,42,2,117,42,0,300,42,300,42,0,1,2,1,1,9,0,0,0,0,90380,9,1,0,4,,6,600,28 U.S.C. § 237,80,87,1,5,4,87,FMVinson,1,1,1,2,,,0,,,,,,,,,,,,,,,,,0.582,0.785000026,0.75,0,0,,,-0.296111111,1.345886831,0.652440526,,0,0,0.575225793
